ID,Username,Gender,Height,Weight,Home
C10201,Neennytonxc,Female,65.15222844,147.6916333,Rural
C10202,ddecagonev,Male,64.85579918,158.3414424,Urban
C10203,effigiatojl,Female,64.76214735,142.2649831,Urban
C10204,genesingap,Female,63.6286663,129.1192719,Urban
C10205,kapbountycb,Female,62.36929577,129.3449627,Rural
C10206,Alisovv,Female,61.66856602,111.6196124,Rural
C10207,bornmelodie0w,Female,63.44921062,132.0187847,Rural
C10208,Metujka2j,Male,69.07643561,173.3632677,Urban
C10209,aclapamw,Female,68.22217986,153.0986416,Urban
C10210,vzpetinahax,Male,73.68336434,213.5466868,Urban
C10211,gtownmike09ma,Male,68.13321027,191.588221,Urban
C10212,Hemmeswn,Male,66.46340679,166.0157385,Rural
C10213,maliosov2,Male,74.04328976,219.3379088,Urban
C10214,isplahniku,Female,64.77741419,135.19802,Urban
C10215,daneduardoj5,Female,63.03869438,141.1707276,Urban
C10216,Radelandta,Male,73.63133636,212.4851528,Urban
C10217,peuaneratgx,Female,63.09170314,121.0088729,Urban
C10218,moreprodzg,Male,70.44779166,199.3834529,Rural
C10219,secoditsgh,,70.36111863,163.9450403,Urban
C10220,basakisf2,Male,68.1679352,201.438831,Rural
C10221,ordinaria1n,Female,64.35826355,138.8562057,Rural
C10222,arnoldsphonefx,Male,66.65652059,172.9379579,Urban
C10223,6dan1zu8j,Female,66.62044769,152.2753556,Rural
C10224,3tiduq,Female,63.65850487,124.843321,Rural
C10225,dipukuls6,Male,71.72961129,203.6212077,Rural
C10226,Frison8g,Female,63.30000561,121.948217,Rural
C10227,isigubhu92,Male,68.02379965,180.1285324,Rural
C10228,urechezwc,Male,74.22306306,223.3080403,Rural
C10229,dychwelon02,Female,62.66586099,130.9951891,Rural
C10230,Asmini49,Male,67.64994086,178.8826337,Rural
C10231,longetulukf,Female,63.01236239,128.1488129,Urban
C10232,Spasola91,Female,62.42142878,121.7943441,Rural
C10233,Vezovjemj7,Male,71.60514585,192.4279136,Urban
C10234,pe1re8o,Male,68.46572392,188.079276,Urban
C10235,bivalnicwi,Female,66.04377023,145.4338816,Rural
C10236,bellabbye1,Male,60.93623604,152.3493799,Rural
C10237,Ortsmusikki,Male,71.58012314,205.3475962,Rural
C10238,sweergekekbusle,Female,63.42264679,138.4279556,Rural
C10239,segotzd4,Female,64.67878,131.652285,Rural
C10240,Cotronamn,Male,70.72475802,214.2615182,Urban
C10241,poraevete5z,Male,65.64153589,170.1006473,Rural
C10242,scrivanib5,Female,56.07869973,,Urban
C10243,atmmammzk2,Female,67.02237071,162.0265524,Urban
C10244,duplicavawa,Female,61.71103191,108.028807,Rural
C10245,pananaligyl,Male,,179.7234884,Urban
C10246,runerichu5,Male,71.86062465,202.9068593,Urban
C10247,maninamj,Female,64.60023214,130.6571309,Rural
C10248,cloud663d,Male,69.44571478,178.6755991,Rural
C10249,va2r1utej,Female,67.67987186,175.0127997,Urban
C10250,zatresle3v,Male,74.44660762,213.701377,Rural
C10251,kruisstafdn,Female,66.65218845,152.6978513,Rural
C10252,nabocznyr6,Female,59.51589009,124.8896179,Rural
C10253,horniretzg3,Female,66.19389152,163.8111826,Urban
C10254,moochelle11cp,Male,68.37757989,168.9973239,Urban
C10255,zimayendab5,Female,60.57136411,135.0784703,Rural
C10256,Gazibarahf9,Female,61.62233519,109.7252871,Rural
C10257,cia1ka3b,Female,64.83060796,156.9118167,Urban
C10258,Spersoneroi,Male,66.25363253,166.5035316,Rural
C10259,zatresle3v,Male,69.71017624,184.0559588,Urban
C10260,gatachik7s,Female,59.90854467,,Urban
C10261,bortleiefz,,64.69282138,138.6808136,Rural
C10262,vraterigp2,Male,70.23648981,184.2776278,Urban
C10263,manmetudaaq,Female,63.65044131,125.5921637,Urban
C10264,Kopfspielxi,Female,61.06805386,105.3111415,Rural
C10265,inchar13,Female,67.19076332,176.4329016,Rural
C10266,resulterew9,Male,71.46570236,209.9603973,Rural
C10267,stepiaus4,Male,72.14585181,191.8741693,Urban
C10268,ramaraire14,Male,66.79579309,186.9938986,Urban
C10269,Granzinro,Male,73.7579983,220.770232,Rural
C10270,bigness1z,Male,64.54897202,148.7874713,Urban
C10271,natlh1,Male,69.37071992,175.9371484,Rural
C10272,Verdrehera0,Male,70.18876719,192.86002,Rural
C10273,Gaiquatty9e,Female,62.80323341,126.0105657,8
C10274,Indundcesq5,Male,70.94349959,192.206151,Urban
C10275,cel22o0,Male,68.19608778,189.8749292,Rural
C10276,or1l2yo7,Female,64.6402473,155.3182973,Rural
C10277,ukikubali16,Male,62.70698974,149.9696184,Urban
C10278,ye2dolb4,Male,69.10449851,183.4046858,Rural
C10279,at1upv,Male,68.67304228,182.1635617,Rural
C10280,farnentoxg,Male,70.87698711,218.2315386,Rural
C10281,nennsomli,Female,57.795534,112.4581679,Urban
C10282,oziosaig,Male,62.47625672,140.1606586,Rural
C10283,Attendoli3v,Male,72.72580656,225.9846841,Rural
C10284,potrudimtm,Female,62.39620678,108.3993059,Urban
C10285,Bollasinaha,Male,69.7739209,197.628079,Rural
C10286,siveEmisseler5i,Male,65.93248176,151.3846182,Rural
C10287,haginateu,Female,61.4759043,121.3872357,Rural
C10288,simplyx3stinei5,Female,60.75448558,98.87914437,Rural
C10289,vetih9g,Male,73.22911602,210.5459695,Urban
C10290,apriorneid,Male,69.06903607,198.7721907,Urban
C10291,benthigor,Female,60.56128697,120.1845576,Urban
C10292,Bossolesi0y,Female,62.63225041,121.9863858,Urban
C10293,gramad85,Male,70.15196588,203.7344808,Rural
C10294,jonskihmk,Female,61.77503892,128.3425683,Urban
C10295,gontraltouy,Male,72.78342602,200.8327922,Rural
C10296,ned88,Female,60.4837623,104.4198496,Rural
C10297,dooltochtv0,Female,67.62791945,169.6879347,Rural
C10298,bobbyromblardnf,Female,64.74579099,147.318866,Urban
C10299,crudanha8q,Female,61.97212119,132.9074143,Urban
C10300,ccoffeeclub2u,Male,72.81390651,188.9514741,Urban
C10301,strom1123cr,Female,66.94383315,168.6237906,9
C10302,fumatrice3y,Female,60.96103886,109.3627171,Urban
C10303,kuhyoohtlayz67u,Male,71.31698775,199.1576945,Urban
C10304,naminekurayx5,Female,63.58368034,128.2196167,Urban
C10305,kwajek7,Male,62.95115026,145.6943594,Urban
C10306,Naime8w,Male,72.06737999,202.2620741,Urban
C10307,habbiieeux,Female,64.45669446,148.960597,Urban
C10308,ciontacht2g,Female,60.01307771,113.8783529,Rural
C10309,kalifa9x,Female,66.43100049,125.347848,Rural
C10310,epidemigaz,Female,65.53670241,148.2729795,Rural
C10311,trgnuh7a,Female,65.96541528,135.7487337,Rural
C10312,trekvaartks,Male,70.4179703,190.3244396,Urban
C10313,camicevp,Female,64.49339476,159.4560658,Rural
C10314,sternenparty1i,Male,73.2743271,221.4310733,Rural
C10315,tincingozw,Female,65.36746816,139.195692,Urban
C10316,Garlinilj,Female,63.04338467,118.641681,Urban
C10317,lovexsongsxb,Male,70.02886944,198.0959716,Rural
C10318,Grenzdorfpo,Female,64.7625295,131.3523706,Rural
C10319,Natalacha4n,Female,67.11593487,131.7205173,Urban
C10320,angaziacf,Male,72.00252037,189.3862996,Urban
C10321,sternenpartywv,Male,65.51073389,157.2050253,Rural
C10322,kroninzo,Male,66.6154889,165.3501008,Urban
C10323,szatyoronww,Male,66.07186459,179.7044101,Rural
C10324,transumis37,Female,66.27224023,142.9459588,Urban
C10325,Pozzanera9w,Male,65.12404195,170.0561818,Rural
C10326,legelqt,Female,66.56894023,149.0824803,Urban
C10327,Roboszta,Male,66.1166446,146.189967,Urban
C10328,Syjonqt,Female,68.27672544,177.0852419,Rural
C10329,clujarvb,Female,64.61189367,143.1524271,Urban
C10330,agernathehymno5,Female,67.86537321,160.9167132,Rural
C10331,mubreWerbwl,Female,60.89451947,128.103419,Rural
C10332,antkapis50,Male,69.63931191,174.1576333,Rural
C10333,Pompianono,Female,63.35269755,141.9065098,Rural
C10334,violetina1,Male,70.86980492,205.8639345,Rural
C10335,ziggy1259,,64.68347123,135.7080883,Urban
C10336,Kayagnevyjh,Female,63.01407212,129.18901,Rural
C10337,dgofilmaf,Male,69.03106285,170.3101222,Urban
C10338,drukknij9,Male,70.50979425,191.3571188,Urban
C10339,heaveu5,Male,67.0181793,164.8935704,Urban
C10340,zankaha3,Female,67.2196283,172.1929777,Urban
C10341,oi2n1adts,Male,69.43764789,195.4473861,Rural
C10342,canalhasx5,Female,70.66430035,162.2815552,Rural
C10343,obladanayl,Male,74.88521873,211.1662677,Rural
C10344,tairisezy,Female,69.11929182,168.8644028,Rural
C10345,poccabispalse22,Female,65.40922663,151.5321932,Urban
C10346,kamilovy5,Female,66.2048299,137.1648794,Rural
C10347,lutnistka07,Female,65.14765956,134.6620247,Urban
C10348,apriorne6t,Male,64.93134219,181.0938696,Rural
C10349,prodigyboii7,Male,70.09857714,176.67115,Rural
C10350,electricmusegk,Male,58.40690493,121.3383226,Rural
C10351,narguile1h,Female,63.80329944,124.8130688,Urban
C10352,pingucutecuteli,Female,65.04104297,134.2800952,Rural
C10353,tentilsoup8p,Female,65.204446,130.228195,Urban
C10354,frasilaux,Male,67.360824,198.8938832,Rural
C10355,Mommyk0,Male,67.72418199,176.2691478,Urban
C10356,borstalys,Male,66.83885298,170.0777665,Rural
C10357,Encuntyoptinc6j,Female,61.59406626,122.2215351,Rural
C10358,mkvlioutlawzzj,Female,66.34567466,158.2851317,Urban
C10359,Baukubusjn,Female,64.74900746,149.3314873,Urban
C10360,le1sibg,Male,69.96481063,186.4515428,Rural
C10361,isugusjb,Male,67.72801739,169.458094,Rural
C10362,cotsa0u,Female,63.68469752,134.2638812,Rural
C10363,jarnoknu,Male,66.95390165,172.9353908,Rural
C10364,palubka3b,Male,65.42698287,189.943109,Urban
C10365,skrojenob0,Female,64.41115226,134.7252012,Rural
C10366,colateraltc,Female,64.68247908,138.8540726,Rural
C10367,irranuakisahq,Male,67.37851835,170.0013479,Rural
C10368,Ramba38,Female,63.30515902,127.7786815,Rural
C10369,conformerv6,Male,71.64441882,190.0632856,Rural
C10370,tsubasajuneiv,Male,69.02650105,180.7027514,Urban
C10371,nekhelij7,Female,66.8727416,158.8551942,Rural
C10372,comadreeps,Male,68.10845837,178.4611686,Urban
C10373,esgrinhatnh,Male,66.63511494,170.3722156,Rural
C10374,epidemigb7,Male,71.50520627,205.8834958,Urban
C10375,woelgeeshn,Female,62.72029367,136.1355498,Rural
C10376,shupabq,Female,60.606544,115.4373731,Urban
C10377,Elmodamuxo,Female,63.17674124,133.305963,Rural
C10378,nanihulagirl1h,Female,66.31384436,139.1419906,Urban
C10379,letiroire9,Female,61.93771447,127.4701481,Urban
C10380,maxckmdf,Female,62.55949471,129.4392311,Rural
C10381,omorici7h,Male,73.97600524,214.2032867,Rural
C10382,Neelyncjalecc,Female,63.21748789,135.6010057,Rural
C10383,hranol1m,Male,69.53486155,195.1703915,Urban
C10384,compasanrt,Female,64.6190906,121.5752625,Urban
C10385,muse5ecl,Female,67.77151502,149.6193771,Urban
C10386,garberyp,Female,62.06933365,132.6547011,Rural
C10387,na1jadn,Male,71.04782378,206.6895855,Rural
C10388,Maphangaum,Female,64.916209,133.2007384,Rural
C10389,poggiandoha,Male,67.98961206,181.7825456,Urban
C10390,atleastastartcd,Female,63.47642683,130.6478453,Urban
C10391,andreglasgowbl,Male,70.64751415,201.2655905,Urban
C10392,Fafaeronaux,Male,71.57050822,200.5465701,Rural
C10393,gydnabuombc,Male,74.30888695,210.2678885,Rural
C10394,jwnoqb,Male,68.23795231,173.2639743,Urban
C10395,muletaj0,Female,62.70290922,142.2185195,Urban
C10396,alfaagnir1u,Male,66.75286629,163.6906888,Rural
C10397,lsc0409u0,Female,65.04972037,128.0390861,Rural
C10398,bootknockin55lv,Male,69.66596359,182.3872471,Urban
C10399,fashiongurl17kj,Male,67.68008391,169.611562,Urban
C10400,mjekjetd,Female,66.01403203,154.2889735,Urban
C10401,anarianothrenxm,Female,65.0422212,142.9042541,Urban
C10402,beittuat,Female,64.48289484,143.3398695,Urban
C10403,bigbertha50503f,Male,71.28373588,211.6275377,Urban
C10404,droogmaak9d,Female,60.72482699,116.2327132,Urban
C10405,the1182x43v3r6y,Male,66.82274398,189.2361038,Rural
C10406,zajektat58,Female,67.91342439,168.7055516,Rural
C10407,trombe4d,Female,60.58563771,116.4300747,Rural
C10408,tuthiau1t,Male,68.99068034,195.4211162,Urban
C10409,smapundongr3,Female,62.85233176,145.3154971,Urban
C10410,mediazonalaz,Female,67.44471908,162.4363627,Urban
C10411,Sweplebubrq,Male,64.25974739,161.311622,Urban
C10412,rinulaw2,Male,69.65043741,198.843696,Rural
C10413,Hatzily,Male,67.45627183,166.3906563,Urban
C10414,stepfan2h,Male,70.9619709,184.223932,Urban
C10415,chicoleeqt,Female,65.30726213,158.4108232,Urban
C10416,Nordlidu,Female,60.15950903,116.1063761,Rural
C10417,Hemmesyc,Male,66.81925072,178.1690905,Urban
C10418,keithvera7,Male,67.60910494,174.3641824,Urban
C10419,rudelettedlq8,Female,64.6503983,143.5107885,Rural
C10420,apeainapodin,Female,69.6262622,159.8678708,Rural
C10421,raicaiblyok,Male,64.09161305,151.6431035,Rural
C10422,zasipali5m,Male,60.26910783,126.4556128,Urban
C10423,zlioshoppinggn,Male,73.78127448,221.2400958,Urban
C10424,Heedeversrx,Male,71.92022184,202.6092747,Urban
C10425,labern7r,Female,63.00648017,131.387133,Rural
C10426,Whosaummagq,Female,63.88119651,137.1708863,Urban
C10427,Ekmnesieqc,Male,72.22761616,201.778854,Urban
C10428,brogressebe,Male,67.92221313,177.0213348,Urban
C10429,fasolowyds,Female,63.03468565,139.2812827,Urban
C10430,hjortefoton,Female,65.55625722,133.3521644,Rural
C10431,heisstew1,Female,64.50669216,134.6137102,Rural
C10432,zatresleu6,Male,67.28559807,182.5181998,Rural
C10433,overbeetjm,Male,63.9879246,150.9790513,Urban
C10434,Mattoraq2,Female,57.27014705,94.49963415,Rural
C10435,centralgunitea,Male,67.6666641,193.0816469,Urban
C10436,jaimeparejolt,Female,60.4158461,126.7039633,Urban
C10437,nikkoallegroiu,Female,62.49933482,143.4115346,Urban
C10438,kuhornvt,Male,69.71391864,185.1312229,Urban
C10439,herms85ge,Female,67.72085558,159.4951685,Urban
C10440,Ajjemami8c,Female,58.41716345,96.422171,Urban
C10441,vratcihjw,Male,68.83846286,179.9077169,Urban
C10442,Abbiadatiqa,Female,64.49729061,126.5846421,Rural
C10443,FlactBaperacei4,Female,67.43871685,168.2928038,Rural
C10444,Markovl2,Female,65.81717356,153.3415509,Rural
C10445,allegatskq,Male,73.42797007,223.1906998,Urban
C10446,queend06e3,Male,71.3018407,206.1647183,Rural
C10447,asfaltnogy3,Male,71.21592367,198.1984641,Rural
C10448,Borinatoi9,Male,68.97041418,173.2923443,Rural
C10449,Smeanoneulabw,Male,68.1714042,174.873337,Rural
C10450,fungoso11,Female,62.0169711,146.2273791,Urban
C10451,ddiwybod2g,Female,61.93471607,133.460885,Rural
C10452,tekstilkodp,Female,64.33505618,138.7020458,Urban
C10453,Fornozz,Male,69.56129654,199.4943358,Urban
C10454,Pseusesoali4z,Male,71.60302274,208.0196609,Rural
C10455,ndendekg,Male,65.73781212,179.4894904,Urban
C10456,geoiscj,Male,70.82191668,184.4476667,Rural
C10457,gsusfreek4166i,Male,74.95506499,221.1594661,Rural
C10458,WeitleNenny9i,Male,66.79603649,161.5855911,Urban
C10459,ryfelwrsm,Male,72.73629299,211.1702891,Urban
C10460,foddri38,Male,69.23782869,159.2448862,Urban
C10461,sivalaee,Male,70.29481492,191.9866127,Urban
C10462,Carimap1,Male,68.05002578,173.1962657,Rural
C10463,ghurwp,Female,67.26074844,154.619461,Urban
C10464,acwwblogv1,Male,69.57720237,204.1641255,Rural
C10465,flaumigz8,Female,65.10780701,133.3325134,Rural
